object,A,5,0,44643,0,500.0
object,A,5,1,11161,35,540.0
object,A,5,2,11161,76,580.0
object,A,5,3,11161,115,620.0
object,A,5,4,11161,155,660.0
object,A,5,5,11161,196,700.0
object,A,5,6,11161,235,740.0
object,A,5,7,11161,276,780.0
object,A,5,8,11161,315,820.0
object,A,5,9,11161,355,860.0
object,A,5,10,11161,396,900.0
object,A,5,11,11161,435,940.0
object,A,5,12,11161,476,980.0
object,A,5,13,11161,515,1020.0
object,A,5,14,11161,555,1060.0
object,A,5,15,11161,595,1100.0
object,A,5,16,11161,635,1140.0
object,A,5,17,11161,675,1180.0
object,A,5,18,11161,715,1220.0
object,A,5,19,11161,755,1260.0
object,A,5,20,11161,795,1300.0
object,A,5,21,11161,836,1340.0
object,A,5,22,11161,875,1380.0
object,A,5,23,11161,916,1420.0
object,A,5,24,11161,955,1460.0
object,A,6,0,44643,997,1500.0
object,A,6,1,11161,1036,1540.0
object,A,6,2,11161,1076,1580.0
object,A,6,3,11161,1116,1620.0
object,A,6,4,11161,1155,1660.0
object,A,6,5,11161,1195,1700.0
object,A,6,6,11161,1235,1740.0
object,A,6,7,11161,1275,1780.0
object,A,6,8,11161,1316,1820.0
object,A,6,9,11161,1355,1860.0
object,A,6,10,11161,1395,1900.0
object,A,6,11,11161,1435,1940.0
object,A,6,12,11161,1476,1980.0
object,A,6,13,11161,1515,2020.0
object,A,6,14,11161,1555,2060.0
object,A,6,15,11161,1596,2100.0
object,A,6,16,11161,1634,2140.0
object,A,6,17,11161,1675,2180.0
object,A,6,18,11161,1715,2220.0
object,A,6,19,11161,1755,2260.0
object,A,6,20,11161,1796,2300.0
object,A,6,21,11161,1835,2340.0
object,A,6,22,11161,1876,2380.0
object,A,6,23,11161,1915,2420.0
object,A,6,24,11161,1956,2460.0
object,A,7,0,44643,1999,2500.0
object,A,7,1,11161,2035,2540.0
object,A,7,2,11161,2076,2580.0
object,A,7,3,11161,2115,2620.0
object,A,7,4,11161,2155,2660.0
object,A,7,5,11161,2196,2700.0
object,A,7,6,11161,2235,2740.0
object,A,7,7,11161,2275,2780.0
object,A,7,8,11161,2315,2820.0
object,A,7,9,11161,2355,2860.0
object,A,7,10,11161,2395,2900.0
object,A,7,11,11161,2436,2940.0
object,A,7,12,11161,2475,2980.0
object,A,7,13,11161,2515,3020.0
object,A,7,14,11161,2555,3060.0
object,A,7,15,11161,2595,3100.0
object,A,7,16,11161,2636,3140.0
object,A,7,17,11161,2676,3180.0
object,A,7,18,11161,2715,3220.0
object,A,7,19,11161,2755,3260.0
object,A,7,20,11161,2795,3300.0
object,A,7,21,11161,2835,3340.0
object,A,7,22,11161,2876,3380.0
object,A,7,23,11161,2915,3420.0
object,A,7,24,11161,2955,3460.0
object,A,8,0,44643,2999,3500.0
object,A,8,1,11161,3035,3540.0
object,A,8,2,11161,3075,3580.0
object,A,8,3,11161,3115,3620.0
